registration_number;application_number;registration_date;application_date;name;status;sign_type;image_url;owner_name;mktu_classes
123553;93007059;1995-01-27;1993-02-19;SAMSUNG;Действует;Комбинированный;https://fips.ru/Archive/TM/Arc/2008.11.24/DOC/DOCURUTM/DOC123V3/D12355D1/12355300/00000001-m.JPG;Самсунг Электроникс Ко., Лтд., Сувон (KR);7::машины и станки, двигатели, за исключением предназначенных для наземных транспортных средств, муфты, соединения, сцепки и элементы передач, за исключением предназначенных для наземных транспортных средств, сельскохозяйственные орудия, инкубаторы|09::приборы и инструменты для научных целей, морские, геодезические, электрические, фотографические, кинематографические, оптические, для взвешивания, измерения, сигнализации, контроля (проверки), спасания и обучения, аппаратура для записи, передачи, воспроизведения звука или изображений, магнитные носители информации, диски звукозаписи, торговые автоматы и механизмы для аппаратов с предварительной оплатой, кассовые аппараты, счетные машины, оборудование для обработки информации и электронно-вычислительные машины, огнетушители|11::устройства осветительные, нагревательные, паропроизводящие (парогенераторные), для тепловой обработки пищевых продуктов, холодильные, сушильные, вентиляционные, водораспределительные и санитарно-технические|14::благородные металлы и их сплавы, изделия из них или плакированные изделия, не относящиеся к другим классам, бижутерия, драгоценные камни, часы и прочие хронометрические приборы|37::строительство, ремонт, установка оборудования|42::обеспечение продуктами питания, предоставление временных жилых помещений, медицинский, гигиенический и косметический уход, ветеринарные и сельскохозяйственные службы, юридические службы, исследования в области науки и промышленности, программирование
314505;2005725183;2006-10-04;2005-10-04;HUAWEI;Действует;Комбинированный;https://fips.ru/Archive/TM/Arc/2008.11.24/DOC/DOCURUTM/DOC314V3/D31450D2/31450500/00000001-m.JPG;Хуавей Текнолоджис Ко., Лтд, Администрейшн Билдинг Хуавей Текнолоджис Ко., Лтд.Бантиан, Лонгганг Дистрикт, Шенжен, Китай (CN);09::компьютерные аппаратные средства, встроенные программы, программное обеспечение, а именно, компьютеры, периферийное оборудование, компьютерная сеть, сетевые компоненты; компоненты управления и объединения телекоммуникационной сети для обеспечения безопасности компьютеров и компьютерных сетей и для обеспечения управления сетью, улучшения и перераспределения расширенного обслуживания, для управления взаимосвязи мультимедийного, аудио- и видеооборудования для передачи данных, а именно, проводные и беспроводные устройства сопряжения с сетью, устройства переключения, шлюзы для использования в мостах беспроводных коммуникационных компьютерных сетей, хабы, хост-коммутаторы, модемы, электрические кабели, интегральные микросхемы, источники электропитания, оборудование удаленного доступа для использования в сфере организации сети вычислительных машин и телефонии; телефоны и сопутствующее программное обеспечение, а именно компьютерное программное обеспечение для диагностики, установки, поддержки, управления, конфигурирования, соединения, взаимодействия, модернизации и аппаратура компьютерного управления, микропрограммы; программное обеспечение в области образования, а именно для передачи данных между пользователями; телекоммуникационное оборудование, а именно, беспроводные радиочастотные переключатели; радио передатчики и приемники для телекоммуникаций; устройство местной радиосвязи для передачи радиосигнала, состоящее из контроллеров базовых станций, антенн, передающих и принимающих абонентских узлов и переключателей управления сетью для использования при радио и голосовой передаче данных между терминалами абонентов и местными телефонными станциями; беспроводные базовые коммутаторы для выбора соединений оптического канала для голоса и сигналов, обработки вызовов и системного технического обслуживания; устройства доступа сети, а именно, контроллеры базовых станций; направленные и всенаправленные антенны; терминалы абонентов; мобильные телефоны, радиотелефоны; беспроводные базовые станции, беспроводные антенны; приемопередатчики для телекоммуникационных целей; телекоммуникационные линии междугородной связи и сборки линий междугородной связи, включающие кабели линий междугородной связи и усилители линий междугородной связи; предварительно запрограммированная система управляемого выключателя, а именно, предварительно запрограммированное устройство управляемого выключателя для использования при обработке информации со входящих вызовов на уходящие терминалы в телефонной сети коммунального обслуживания; радиоаппаратура, а именно, коммутационное оборудование мобильной связи для передачи данных, голоса и изображений; оптическая аппаратура дальней связи, а именно, терминал оптической линии связи для использования при получении, передаче и анализе оптического сигнала; модуль оптический сети, также известный как терминал оптической линии связи, управляющий оптической сетью; оптоволоконное оборудование для кабельного телевидения, а именно, выключатели электрического света, оптические стекловолокна, волоконно-оптические кабели; адаптер доступа к цсис (цифровая сеть с интеграцией служб), телекоммуникационная система, а именно, интеллектуальная высокочастотная сеть, состоящая из компьютерного терминального оборудования рабочих станций дальней связи, а именно, обеспечения цифровой телефонной связи, визуальной телефонной связи, цифровой беспроводной телефонной связи, мобильный телефонной связи; оборудование для местной радиосвязи, а именно, подключения для абонентов мобильной связи для доступа к коммутационным системам
